,Id,SalePrice
110,217,147731.94499919598
111,343,190023.68187577894
112,386,254986.24689629604
113,2005,89420.29245960119
114,2908,129292.44596542034
115,1814,222691.4725551171
116,2446,416071.31707489165
117,208,140115.5200814393
118,1679,134191.58903755015
119,822,303414.14831880014
120,6,189118.88180592377
121,1781,355955.7583808773
122,2397,271141.74062793644
123,2340,284501.78383764974
124,1618,174292.8904742566
125,2843,143012.8394767521
126,1061,331757.72389706457
127,2786,112137.03642837051
128,1935,114164.02612845798
129,1341,106919.56524762977
130,521,295938.3281178465
131,2136,129803.6196198971
132,996,191340.0437201627
133,227,144808.80703432846
134,135,151420.83548564557
135,1167,180151.4112365971
136,294,224978.3919690014
137,1776,221363.31416347343
138,540,199412.76030468533
139,1717,195859.4054665052
140,2303,110908.39402341086
141,116,187056.94887806417
142,127,118482.53182961
143,1371,133485.60123551125
144,1014,188312.29456097085
145,1507,77657.17113767576
146,702,166982.24329253822
147,750,178160.0033581613
148,261,156166.33356335212
149,1559,62176.54405937123
150,577,237410.03404834506
151,2812,221057.7673865587
152,2080,169798.59870086063
153,1368,117667.62070276786
154,2376,112196.28810181713
155,659,87314.84490226733
156,1235,122745.42172078928
157,332,77264.64459937054
158,1917,135119.0062179633
159,2094,257345.34590074117
160,1460,290847.34882808756
161,1471,200765.59863639495
162,1509,114423.56510953698
163,1922,119213.33317116194
164,433,391108.883525752
165,460,266905.1109962864
166,1116,265352.01624034543
167,1137,177964.49744431046
168,53,195072.38665126625
169,2354,251794.85936639912
170,1475,218979.04844338284
171,1761,470693.42857885314
172,842,139300.73936447664
173,2739,180465.95224852464
174,2509,185648.94644514006
175,1007,213769.82843777863
176,2610,181322.52401948953
177,1952,77678.71183429984
178,2719,212184.87335899577
179,2921,92431.85179611389
180,1966,138777.60385583807
181,292,122672.30234385934
182,1204,216459.17691701872
183,1829,239304.0660486454
184,2419,200695.08796582487
185,391,173036.65114192525
186,798,132330.2461719301
187,481,198642.69458513125
188,193,203946.22195540764
189,555,123543.09044361638
190,899,55788.01235370443
191,2357,206202.03490983346
192,328,116780.73333871993
193,1356,111822.72530152742
194,1154,108476.05505512818
195,1730,177617.57012160728
196,2249,147903.5090412111
197,1119,269963.38367252634
198,2856,131097.74616683484
199,1394,134488.4035747751
200,2587,125702.34690037626
201,61,319048.4926485303
202,2661,211135.11442872405
203,2711,137821.92460884096
204,1147,191859.0534736535
205,757,135542.6174491233
206,2623,75139.48604700959
207,2378,172071.5322966877
208,1413,142285.52250436484
209,1722,235798.64520861965
210,1112,217652.93070393382
211,1623,193679.40436973842
212,1201,197214.70784318133
213,1513,93198.42175432632
214,957,255902.85979991592
215,1171,268788.288529465
216,1145,214050.96696560457
217,2726,239518.20772963902
218,703,162531.20246570627
219,760,60470.69251508743
220,1964,121054.96842132881
221,2512,198604.50069434685
222,159,165821.42195507907
223,1281,183268.74802287237
224,468,178911.6166821908
225,290,127436.85853947978
226,665,105065.61661926028
227,1463,287833.55044277594
228,1792,238014.3070442708
229,923,140235.02551292838
230,500,276925.14142658166
231,1408,137598.27475031756
232,331,57945.15740932955
233,170,107332.85221894295
234,2192,81559.67848843639
235,2571,306616.5511975087
236,2314,173226.71631647472
237,2647,91001.69556737621
238,422,350588.9262382991
239,2457,324699.65006883396
240,1838,212362.14509230794
241,2805,264904.49904503
242,1645,179424.43195765407
243,1711,287177.7063615733
244,2825,254138.25280477665
245,322,320343.08444944397
246,2103,277765.8574671182
247,342,140590.78849218553
248,600,95002.39628509316
249,488,200446.19405823667
250,1725,302271.9800622432
251,2246,254342.17101927812
252,2847,157383.58363621787
253,806,255835.14425656525
254,530,242889.88796151173
255,963,195044.5649414505
256,2678,64829.50578919961
257,171,60253.34184697515
258,2401,347244.8237192887
259,805,226247.74868115666
260,2259,198345.16619075835
261,1748,182367.69280869875
262,1361,157394.44878210453
263,1677,144085.8026848887
264,1406,155343.66849392396
265,2322,228913.32893469336
266,688,184088.0314350254
267,143,141657.33531151002
268,804,209261.3430684635
269,1214,177013.76593464054
270,2828,158154.59297293727
271,1999,202650.17486521997
272,2467,214870.48418958392
273,2665,188108.73299927125
274,1538,322578.30982916243
275,398,105625.97903325292
276,2822,138689.03689616732
277,2157,149449.9999333775
278,1856,171285.7585618319
279,1269,96638.256625648
280,2570,120738.44958353566
281,2320,259799.1990977486
282,1517,147923.9438728243
283,2304,111619.55601904914
284,1312,82007.1903061457
285,2012,144415.11758461245
286,506,221920.24295709387
287,2865,197633.50346927193
288,2367,127674.18910257448
289,554,116192.98012242978
290,238,144400.71020571678
291,1954,108609.83177223662
292,2488,161834.68344130693
293,2291,94448.24850097741
294,1969,88027.5480339129
295,2725,158720.39095976925
296,1482,149786.06605085463
297,2763,215677.5604876465
298,503,244692.07087590708
299,1584,238993.41128703463
300,1531,166762.8400949377
301,2210,191388.0684390366
302,459,305446.5129384906
303,556,133038.78641740582
304,1347,167655.69752551324
305,1290,85075.5022319816
306,1388,103300.50496998755
307,1571,184754.48381838936
308,2754,218120.70779037988
309,765,134159.8565772795
310,2494,123020.54101699078
311,2870,186165.45871193544
312,7,236880.40482459322
313,1114,238893.45557539084
314,2418,282609.8266059726
315,291,136377.07342876354
316,18,313798.9192561987
317,39,307485.817572759
318,1001,258349.41479859944
319,2442,242950.7809913006
320,616,120213.73186249426
321,2680,45672.58526457357
322,1414,117253.8742915995
323,289,141527.97184075008
324,40,270411.8700331296
325,860,130965.95380882139
326,409,149807.39356275054
327,673,156828.39288181346
328,2427,194667.12979619368
329,2036,203236.06389870634
330,2564,138849.90472838003
331,642,194657.73847222177
332,1008,186476.79831053282
333,1908,162816.34027667902
334,2519,216787.99690801464
335,1369,90701.87972234061
336,2855,176421.49911667232
337,712,85471.8297029708
338,1943,82747.13911387208
339,1958,139226.9794263296
340,107,181106.74417368392
341,2295,181640.09010077827
342,704,102449.46914987615
343,676,123040.72506404738
344,259,192310.2497205314
345,93,285108.65130923875
346,106,251636.76515582367
347,2315,192409.94334223075
348,1050,110200.87551670475
349,1095,198557.34037248755
350,2709,138403.58659874066
351,758,168218.01024093165
352,1496,163458.8668214284
353,2370,143749.73656741157
354,2458,258714.93423282495
355,2733,122775.69018000248
356,161,265192.9181081435
357,726,159411.634826974
358,845,226627.68687241897
359,947,267812.1812568845
360,2232,108634.39292808971
361,2563,153176.45862739824
362,2299,146328.29195490037
363,211,100461.28825479094
364,605,203318.15461854637
365,1478,225785.6863077056
366,2247,256622.5553180892
367,2274,200482.00853235926
368,2869,185033.1096395919
369,967,232182.9967076725
370,2656,83318.1916650564
371,667,256913.7001956111
372,1042,132004.9559687106
373,2023,171352.6537361805
374,2447,346753.1367382305
375,2055,129666.35381020315
376,2275,277562.8108424386
377,2204,160885.50768636062
378,1563,254578.63149145595
379,483,218291.7227457082
380,796,129080.8394480939
381,1526,153918.0625550846
382,2042,185809.96380107012
383,442,309378.3875911591
384,1693,295405.47468320373
385,1468,224490.84580596327
386,1430,185662.43825800717
387,2605,177642.08926511568
388,1529,183430.43616715004
389,335,134704.1780763662
390,1287,129857.70946101786
391,31,115099.95432108361
392,1785,258128.33176895534
393,82,173789.37987809628
394,2620,133043.3149622311
395,252,218313.09702908504
396,721,45930.25555035169
397,2165,188037.90776426834
398,2316,177822.0785491292
399,775,130314.39455271303
400,1558,110671.97503752133
401,17,226107.86464343406
402,1022,240517.2783684926
403,925,109040.54148382717
404,438,284467.3356482816
405,1270,151187.17246907204
406,1272,121763.34024418076
407,215,139100.49131380045
408,266,230784.01250568102
409,2402,265964.993931059
410,1250,141049.8464480003
411,1984,113723.07328916388
412,1279,148924.71751919657
413,377,257549.44663719484
414,1252,127278.24678029516
415,2156,266545.77461973624
416,499,299280.64912734716
417,1374,121011.70398150187
418,2898,271395.9748531962
419,401,105962.04515073006
420,2721,170363.44999955338
421,2078,226936.1858091373
422,2589,121670.68700846331
423,1946,249939.57251081546
424,1334,116360.74323727353
425,2781,245057.05220894155
426,431,350166.0446609834
427,576,216439.20107574528
428,1474,219225.8405225745
429,2254,161464.03104081284
430,2155,288637.6258739666
431,885,84262.30796330445
432,643,142744.2956880615
433,1944,120554.41065188567
434,480,207633.17559304903
435,2845,82374.94664901355
436,2387,297755.0210928882
437,2407,213667.86887390038
438,2527,180125.52288398612
439,2514,176971.13899339864
440,629,187356.80800255458
441,80,216570.55456880666
442,1876,138681.19189877145
443,1546,126870.82085526711
444,2518,174788.8151862754
445,2347,166473.77976316074
446,783,164832.51133776666
447,1322,44075.897623737575
448,194,63029.41773321852
449,1770,279811.7591166174
450,2143,127410.30801110517
451,1229,209023.10783393122
452,511,280490.0971729411
453,46,214781.4975518249
454,1348,196545.40341223264
455,2465,213087.21388917742
456,387,249005.80206141702
457,873,216670.2239124286
458,1918,118778.41360459081
459,2764,245764.16263003717
460,2184,120588.7191033389
461,934,154387.2600018636
462,1920,123103.14290485973
463,2631,157704.9606567847
464,1768,464630.5853468741
465,2040,105529.82681050617
466,1749,225298.38089144044
467,834,233147.1448721392
468,1457,252650.9076567177
469,79,127264.33512155467
470,2302,110572.3279059336
471,1817,127588.57497158693
472,2755,253123.01629491965
473,359,174204.82601303747
474,2059,111447.90491171484
475,2092,246780.08634938754
476,2516,253427.85295530467
477,150,116671.0257622092
478,1656,154554.64754563698
479,83,107957.59944226546
480,2411,184515.21311625012
481,795,61175.02653374418
482,2312,250611.2962737023
483,2917,78385.22191727278
484,1624,197916.02842051815
485,2215,282976.88392334967
486,1211,156685.9109132887
487,1485,149786.06605085463
488,1024,170173.2999807538
489,570,190814.60148532735
490,2874,149611.33581802796
491,700,169368.17641310557
492,2756,234555.85616872157
493,2022,195670.62132502522
494,583,231083.3385685637
495,2392,310621.88004933635
496,2424,211718.57394335093
497,212,112887.23617712839
498,736,116466.80892809329
499,1610,175087.89469496033
500,890,118506.08698985202
501,467,176319.73779083474
502,578,255389.26476551022
503,1747,184533.93620494637
504,1149,178632.49602823472
505,2758,230101.45298288052
506,857,116698.97839702293
507,2219,259809.74282140844
508,733,116034.8680180423
509,2909,120960.04760939162
510,1798,285118.28022677754
511,235,107716.18280077656
512,2366,141993.5521145137
513,1027,138978.5336340682
514,1195,129338.62473715772
515,1303,5764.248989547254
516,148,182093.76151424227
517,608,154320.96676258848
518,2515,202419.4758822315
519,821,275973.5904385642
520,2500,277906.3244495379
521,745,104065.61093704076
522,741,149678.8598643064
523,1611,129965.21740718035
524,2532,124374.90594307287
525,1081,227520.57992002263
526,1692,364539.1115675876
527,2520,201644.93824139796
528,276,109171.91268167796
529,1992,119206.92216770409
530,663,-2474.970592698548
531,418,156597.8477633912
532,1733,185972.7514290274
533,2359,161335.8565418371
534,253,211715.75593333517
535,1518,158673.10386815981
536,2035,157422.54463534744
537,2919,77264.64459937054
538,1540,220313.5071549071
539,2120,155895.3996045133
540,1674,190814.6298639155
541,256,154113.55576709332
542,2361,89928.44990655337
543,978,72440.23237111839
544,2280,155470.86810031428
545,2095,227735.36641035764
546,1709,302261.1368133619
547,2801,245101.2047610588
548,1246,99740.49779284035
549,2373,128610.89561699168
550,1055,274593.5682823865
551,2017,118654.4891605376
552,1099,269058.30763868755
553,1344,69784.46955916856
554,835,188835.10904421122
555,1117,223178.8745276325
556,2043,76256.65020088688
557,2085,128137.72156796814
558,410,174040.0113687421
559,2650,130109.21445362957
560,2867,163857.13047368266
561,1668,117920.94917561708
562,1161,195673.71831076674
563,2122,178903.4342984229
564,2539,146384.2487775071
565,1047,158590.0903937677
566,1445,119836.96578307427
567,541,126641.82365342043
568,569,225419.95771952323
569,1276,137492.70466541417
570,918,142599.27172812377
571,326,178843.60506565275
572,1936,109492.66170473048
573,895,89266.15960045683
574,257,140735.16253512492
575,1241,185521.39074678312
576,1545,116349.11422123574
577,1189,175622.62761719385
578,270,149786.06605085463
579,2066,194358.3713687663
580,693,105271.38934922044
581,1259,187390.06460103136
582,2916,144307.73141000012
583,2321,279529.01643541106
584,1977,101841.51448962674
585,1895,162486.61723916605
586,1240,166443.99707198946
587,85,144579.8444619074
588,1823,118162.94806365808
589,825,273868.8204327383
590,110,228565.4738189954
591,697,105086.06241931976
592,2297,91353.186218963
593,1231,138656.53377371805
594,1355,130339.31080582901
595,968,307425.70957010007
596,584,236357.87763906864
597,1315,98902.80361861084
598,1606,139846.09843950835
599,206,117551.18430875917
600,1685,303173.35071609623
601,2016,124936.15661946009
602,869,231911.2323420986
603,2135,122319.71388268436
604,2346,181756.24031053367
605,2430,229276.71634961537
606,2198,85720.7242289948
607,2652,129002.3781446215
608,27,104291.06108996994
609,241,181286.54543670057
610,906,117328.7744379649
611,1506,86821.36580009456
612,2098,339040.32049559057
613,1435,219238.83275541617
614,2213,104514.9467284414
615,1274,159825.31847002194
616,743,1671.778065950377
617,1737,208072.80843376415
618,2797,275044.20535878674
619,2185,59958.32927660935
620,58,183729.44518897415
621,830,212370.06258376944
622,808,129386.5343532404
623,680,162006.90592426935
624,1153,113831.90589541919
625,1291,139983.30236898223
626,1818,163817.52336909343
627,2161,206197.6120273288
628,1883,132574.06261788856
629,350,318310.36856474937
630,2473,149383.71464109444
631,295,183250.36163998512
632,293,192810.12939234741
633,859,114788.64607815095
634,288,45753.97514528257
635,1578,141781.8661472092
636,102,179032.86187649192
637,2831,192658.22061524296
638,1030,188540.00121791568
639,2551,137218.95515516936
640,1286,137064.87549931754
641,958,298968.6297196278
642,776,127365.55997878243
643,72,203028.9877721707
644,2263,264051.6234700561
645,1866,155984.72355511063
646,2876,57411.859876839444
647,2146,279319.12236711
648,103,195837.08040124318
649,1500,158154.59297293727
650,492,192222.02725970757
651,167,142164.3379981334
652,2597,105744.10070959793
653,2685,107383.52274429402
654,1035,155820.76873095124
655,1220,31174.988088594866
656,2602,156561.79244678747
657,2159,223464.34116046852
658,695,169509.35727496317
659,1109,245324.73989497707
660,640,200357.88816386776
661,1652,162686.60487152007
662,2090,202306.09551801602
663,1188,210444.0763743664
664,2345,235038.53152046015
665,1059,356239.5083029377
666,2751,256382.90506019664
667,128,196190.7574465596
668,1523,183010.6917118827
669,2925,150771.99259123788
670,2145,304491.855426144
671,1121,241552.2845574898
672,566,304854.070625645
673,565,219399.86339144502
674,1331,143834.08320882136
675,2928,110040.34456961439
676,156,133693.61072597303
677,797,142540.09578005725
678,327,93440.05014854576
679,2859,149208.08725893288
680,1453,109139.05191578879
681,1762,324588.79323872295
682,1868,209668.99901586433
683,1760,191274.10581304517
684,1113,269353.12835471286
685,1812,197320.76238039555
686,117,174628.03093004972
687,1142,210354.2159047844
688,2342,314637.11040386534
689,927,130368.88150345779
690,2478,212019.40736833098
691,655,63865.33275357913
692,2064,115205.10599970305
693,369,223661.96747753047
694,2239,128096.61320708483
695,2732,212212.81968145515
696,1653,171411.09020238894
697,959,225503.98935530847
698,2395,303391.30828366627
699,1412,97871.96319806762
700,271,258116.0519739457
701,1484,149786.06605085463
702,1497,131152.93596851127
703,552,178651.0064414537
704,2,133926.76655221824
705,1855,274725.0760120107
706,4,260242.03075902024
707,2292,162054.99756752327
708,134,134497.1217883716
709,646,116405.58167803427
710,42,294580.10859060904
711,532,233119.12449634506
712,713,83134.22945186729
713,2561,126997.25539345434
714,2360,129366.411347911
715,1333,110560.14371508453
716,1407,188946.26721020555
717,2892,267687.7805819835
718,574,239955.15469724045
719,1227,174323.47020541108
720,2591,229201.91825078416
721,1476,219036.63719557482
722,1125,264739.4706920055
723,1446,125146.24317106139
724,408,125530.05530527793
725,1101,286210.8128239043
726,2251,182956.1696291546
727,373,210548.038230413
728,2554,113644.76933296118
729,2382,274999.01290405064
730,1985,70138.47078020452
731,519,235762.83284371486
732,1093,198145.62794113066
733,864,270297.34233701974
734,2889,156232.4783138052
735,2308,208890.8027045325
736,986,151552.1923200005
737,1302,166006.28142537945
738,585,166075.6598301991
739,2708,144225.43662512745
740,147,135065.70362342754
741,1441,225217.5406256735
742,383,170057.60752183956
743,285,152891.93928113347
744,181,118503.50861019525
745,358,171479.41530938854
746,780,166546.66361355456
747,258,215094.5548724311
748,1865,226285.3570000265
749,692,129771.8973565679
750,2902,302090.4987848534
751,508,287157.7093606915
752,2638,150041.941705873
753,36,171683.02067173005
754,611,184872.6951886071
755,2281,121151.26703818492
756,1678,144085.8026848887
757,1696,370950.5332643979
758,1557,60087.05269974377
759,2180,156563.08437315444
760,1726,235798.36442540318
761,951,142321.95276797353
762,267,244940.0488014816
763,2706,127293.15148448176
764,2221,199135.5365347648
765,1357,180850.37693765725
766,2901,286112.9111620806
767,347,191422.56122368912
768,2164,205054.91459764587
769,1586,295057.6534704664
770,360,172394.44839438936
771,1769,233831.89293192886
772,2617,165769.71881470922
773,1879,178589.31501593406
774,991,216489.6110937636
775,1535,122569.32315841469
776,1191,178087.7660728438
777,1579,220761.997832031
778,1882,137058.8608567256
779,1510,130185.58909702976
780,2196,175894.86006706057
781,1845,179032.86187649192
782,2336,335322.3871470911
783,942,97817.49502765818
784,861,110559.31914126687
785,2555,97624.85789812473
786,1392,149081.67682020448
787,2099,277765.8574671182
788,1543,143618.0473740598
789,948,262962.4040002087
790,1239,156448.90653661406
791,22,187941.99694885127
792,2796,257014.77558509645
793,2747,176742.36002518632
794,92,289619.11654396984
795,210,166538.49420140684
796,1858,218685.18962641922
797,2228,203997.35496737738
798,447,234224.43962706556
799,827,241826.5251263571
800,1649,216127.05000806972
801,682,135285.8424886302
802,2698,129326.59276042355
803,494,183923.70100145298
804,214,98834.90981558803
805,2441,258437.71227389865
806,2679,109563.41722009121
807,1336,106822.64325159811
808,465,195690.0895104697
809,1524,137816.93171947892
810,2543,125250.92763021309
811,631,128655.08144524076
812,2452,300774.82186792756
813,228,163217.84979005414
814,126,159249.8508465261
815,1092,213887.17297505867
816,1122,217561.15481238952
817,932,205211.77980063576
818,1980,63640.86953458167
819,2171,103614.20678512868
820,551,168019.78393821418
821,2768,184188.6864920156
822,2056,117494.6034169069
823,1159,342302.4371089889
824,2645,136682.34990286094
825,1174,193423.93437629344
826,2266,215678.6813562375
827,2462,353110.86627381947
828,1219,126159.796524039
829,2922,215507.45201358316
830,118,148836.3868760314
831,474,192615.03281396464
832,2576,168922.27430223802
833,872,271207.85567405715
834,1077,237168.08832489618
835,1536,146435.38780005078
836,1150,123335.02456194023
837,2341,284359.78357970936
838,1931,122310.6270056892
839,2785,119907.47201665002
840,2538,123077.77649190067
841,597,232371.41971155535
842,464,208687.22103478736
843,233,217408.079693789
844,2169,121026.69196653448
845,2123,167829.20654352044
846,1867,177429.97283594217
847,137,263937.94020967605
848,515,234417.07121937675
849,933,143087.7254441037
850,2784,179466.87450105965
851,972,174435.5067031097
852,599,177738.3435906918
853,2614,128880.37364406441
854,2582,137047.10946867056
855,1409,168274.1793149768
856,175,90722.62831901107
857,352,240245.3712251226
858,976,72440.23237111839
859,2134,214206.39793752367
860,984,98873.65543482406
861,2396,310127.6740186175
862,1673,158685.3444324386
863,404,140985.35376208206
864,607,159683.67699583655
865,814,158879.32244377898
866,868,219276.2800494784
867,2271,204034.97977415007
868,1633,242017.3053557023
869,337,219445.39010301162
870,2765,170661.06540394737
871,1746,233932.3399591744
872,368,306472.7869952166
873,2806,218435.12932990328
874,1662,199588.00535582297
875,1234,202394.4116974707
876,1373,131807.62240549095
877,1672,103416.49988694105
878,1939,116419.49013519392
