,overall_qual,year_built,roof_style,roof_matl,mas_vnr_area,exter_cond,bsmt_exposure,total_bsmt_sf,gr_liv_area,full_bath,kitchen_qual,garage_area,paved_drive,saleprice,has_basement,attached_garage,offsite_feature,residential_low,residential_other,floating_village,hillside,banked,culdesac,northridge,northridge_hts,briardale,log_gr_liv_area,log_total_bsmt_sf,sqrt_gr_liv_area,inter_qual_rl,inter_qual_fv,inter_area_fv,fireplaces,str_gravel,commercial,regular_lot,ir2_lot,qual_bsmt_sf,square_overall_qual
24,5,1955,1.0,0.0,0.0,3,0.0,1056.0,1056,1,2,572.0,1,145000,1,1.0,0,1,0,0,0,1,0,0,0,0,6.962243464266207,6.962252933918339,32.49615361854384,5,0,0.0,0,0.0,0.0,1.0,0.0,5280.0,25
25,6,1961,1.0,0.0,3.0,3,0.0,1453.0,1453,2,2,530.0,1,187500,1,1.0,0,1,0,0,0,0,0,0,0,0,7.2813856635702825,7.281392545859057,38.118237105091836,6,0,0.0,1,0.0,0.0,0.0,0.0,8718.0,36
26,5,1965,0.0,0.0,0.0,4,0.0,894.0,894,1,2,336.0,1,138500,1,0.0,0,1,0,0,0,0,0,0,0,0,6.795705775173514,6.795716960793282,29.899832775452108,5,0,0.0,1,0.0,0.0,1.0,0.0,4470.0,25
27,5,1937,0.0,0.0,0.0,3,0.0,942.0,1938,2,3,240.0,1,198000,1,0.0,0,1,0,0,1,0,0,0,0,0,7.569411792450712,6.848015890231269,44.02272140611028,5,0,0.0,1,0.0,0.0,0.0,0.0,4710.0,25
28,5,1895,0.0,0.0,0.0,4,0.0,957.0,1991,2,2,0.0,0,119600,1,0.0,0,0,0,0,0,0,0,0,0,0,7.596392304064196,6.863813840719154,44.62062303464621,0,0,0.0,0,0.0,1.0,1.0,0.0,4785.0,25
29,5,1949,0.0,0.0,0.0,4,0.0,672.0,924,1,2,576.0,1,122900,1,0.0,0,1,0,0,0,0,0,0,0,0,6.828712071641684,6.51027322136481,30.397368307141328,5,0,0.0,1,0.0,0.0,1.0,0.0,3360.0,25
30,8,1981,1.0,1.0,0.0,3,0.0,2524.0,2524,2,3,542.0,1,278000,1,1.0,1,1,0,0,0,0,0,0,0,0,7.8336002236611035,7.83360418561839,50.23942674832188,8,0,0.0,1,0.0,0.0,1.0,0.0,20192.0,64
31,8,1929,0.0,0.0,0.0,3,0.0,792.0,1517,1,3,400.0,1,230000,1,0.0,0,1,0,0,1,0,0,0,0,0,7.324489979348532,6.674574017997341,38.948684188300895,8,0,0.0,2,0.0,0.0,0.0,0.0,6336.0,64
32,8,1995,1.0,0.0,0.0,4,0.0,1494.0,1494,1,4,481.0,1,270000,1,1.0,0,1,0,0,0,0,1,0,0,0,7.309212365692763,7.30921905911079,38.65229618017538,8,0,0.0,1,0.0,0.0,0.0,0.0,11952.0,64
33,6,1952,1.0,0.0,0.0,3,0.0,948.0,948,1,2,410.0,0,125000,1,0.0,0,1,0,0,0,0,0,0,0,0,6.854354502255021,6.854365050722593,30.789608636681304,6,0,0.0,0,0.0,0.0,1.0,0.0,5688.0,36
34,8,2007,1.0,0.0,336.0,3,1.0,1705.0,1718,2,3,826.0,1,297000,1,1.0,0,1,0,0,0,0,0,0,0,0,7.4489161025442,7.441326254803057,41.44876355212541,8,0,0.0,1,0.0,0.0,1.0,0.0,13640.0,64
35,6,1958,0.0,0.0,82.0,3,1.0,160.0,1142,1,2,384.0,1,113500,1,0.0,0,1,0,0,1,0,0,0,0,0,7.040536390215956,5.075236313280783,33.793490497431605,6,0,0.0,1,0.0,0.0,0.0,0.0,960.0,36
36,5,1977,0.0,0.0,0.0,3,0.0,757.0,1475,2,2,336.0,1,127000,1,1.0,0,0,1,0,0,0,0,0,0,0,7.29641326877392,6.629376463389827,38.40572873934304,0,0,0.0,1,0.0,0.0,1.0,0.0,3785.0,25
37,6,1977,1.0,0.0,480.0,3,0.0,1844.0,1844,2,2,546.0,1,190000,1,1.0,0,1,0,0,0,0,0,0,0,0,7.519692404116539,7.519697827095327,42.941821107167776,6,0,0.0,1,0.0,0.0,0.0,0.0,11064.0,36
38,7,1973,1.0,0.0,320.0,3,0.0,1242.0,1242,1,2,528.0,1,175500,1,1.0,0,1,0,0,0,0,0,0,0,0,7.124478262493424,7.1244863139908015,35.24202037341219,7,0,0.0,1,0.0,0.0,1.0,0.0,8694.0,49
39,5,1994,0.0,0.0,0.0,4,0.0,990.0,990,1,2,384.0,1,146000,1,0.0,0,1,0,0,0,0,0,0,0,0,6.897704943128636,6.897715044087722,31.464265445104548,5,0,0.0,0,0.0,0.0,0.0,1.0,4950.0,25
40,5,1965,0.0,0.0,0.0,3,0.0,1256.0,1256,1,2,276.0,1,147500,1,1.0,0,1,0,0,0,0,0,0,0,0,7.135687347028144,7.135695308779889,35.4400902933387,5,0,0.0,0,0.0,0.0,1.0,0.0,6280.0,25
41,10,2006,0.0,0.0,0.0,3,1.0,2076.0,2076,2,4,850.0,1,465000,1,1.0,0,1,0,0,0,0,0,0,1,0,7.638198244285779,7.638203061229862,45.56314299957807,10,0,0.0,1,0.0,0.0,1.0,0.0,20760.0,100
42,5,1978,0.0,0.0,104.0,4,0.0,1097.0,1110,1,3,602.0,1,165500,1,1.0,0,1,0,0,0,0,0,0,0,0,7.01211529430638,7.0003435760039645,33.31666249791537,5,0,0.0,1,0.0,0.0,0.0,0.0,5485.0,25
43,5,1954,0.0,0.0,335.0,3,0.0,1050.0,1795,2,2,352.0,1,131500,1,1.0,0,0,1,0,0,0,0,0,0,0,7.492760300922379,6.956554966915742,42.36744032862972,0,0,0.0,0,0.0,0.0,1.0,0.0,5250.0,25
44,5,1965,1.0,0.0,0.0,3,0.0,1040.0,1040,1,2,384.0,1,129500,1,0.0,0,1,0,0,0,0,0,0,0,0,6.946975992135418,6.946985607473806,32.2490309931942,5,0,0.0,0,0.0,0.0,1.0,0.0,5200.0,25
45,8,1935,0.0,0.0,40.0,3,0.0,608.0,1873,1,2,786.0,1,257076,1,0.0,0,1,0,0,1,0,0,0,0,0,7.5352967024440884,6.410191329199332,43.278170016764804,8,0,0.0,2,0.0,0.0,0.0,0.0,4864.0,64
46,5,1941,0.0,0.0,0.0,3,0.0,984.0,1604,2,2,660.0,1,117000,1,0.0,0,1,0,0,0,0,0,0,0,0,7.38025578842646,6.891636059602241,40.049968789001575,5,0,0.0,0,0.0,0.0,1.0,0.0,4920.0,25
47,7,1931,0.0,0.0,0.0,2,0.0,776.0,1502,1,2,270.0,0,149000,1,1.0,0,1,0,0,1,0,0,0,0,0,7.31455283232408,6.654165406698126,38.7556447501522,7,0,0.0,1,0.0,0.0,1.0,0.0,5432.0,49
48,5,1954,0.0,0.0,110.0,3,0.0,1056.0,1063,1,2,280.0,1,128000,1,1.0,0,1,0,0,0,0,0,0,0,0,6.968850378341948,6.962252933918339,32.60368077380221,5,0,0.0,0,0.0,0.0,1.0,0.0,5280.0,25
49,7,2003,0.0,0.0,106.0,3,0.0,764.0,1626,2,3,474.0,1,155000,1,1.0,0,1,0,0,0,0,0,0,1,0,7.3938782901077555,6.6385808780860955,40.32369030731191,7,0,0.0,0,0.0,0.0,1.0,0.0,5348.0,49
50,6,2000,0.0,0.0,513.0,3,0.0,756.0,1524,2,3,440.0,1,166000,1,0.0,0,0,0,1,0,0,0,0,0,0,7.329093736246592,6.628054603605277,39.03844259188627,0,6,39.03844259188627,0,0.0,0.0,1.0,0.0,4536.0,36
51,4,1928,0.0,0.0,0.0,3,0.0,1122.0,1981,2,3,576.0,1,135000,1,0.0,0,1,0,0,0,0,0,0,0,0,7.591357046698551,7.022876998698895,44.50842616853577,4,0,0.0,2,0.0,0.0,1.0,0.0,4488.0,16
52,7,1978,0.0,0.0,184.0,3,0.0,1392.0,2784,3,3,564.0,1,250000,1,1.0,0,1,0,0,0,0,0,0,0,0,7.931644021454311,7.238504024776606,52.76362383309168,7,0,0.0,2,0.0,0.0,0.0,0.0,9744.0,49
53,4,1970,0.0,0.0,0.0,3,0.0,546.0,1092,1,2,0.0,1,76000,1,0.0,0,0,1,0,0,0,0,0,0,0,6.9957661563048505,6.302637290595502,33.04542328371661,0,0,0.0,0,0.0,0.0,1.0,0.0,2184.0,16
54,6,1951,1.0,0.0,522.0,3,0.0,216.0,1575,1,3,400.0,1,155000,1,1.0,0,1,0,0,0,0,0,0,0,0,7.362010551259734,5.375324702908821,39.68626966596886,6,0,0.0,1,0.0,0.0,1.0,0.0,1296.0,36
55,6,1969,0.0,0.0,143.0,3,0.0,663.0,1352,1,2,299.0,1,158000,1,1.0,0,1,0,0,0,0,0,0,0,0,7.20934025660291,6.496790073028375,36.76955262170047,6,0,0.0,0,0.0,0.0,1.0,0.0,3978.0,36
56,7,2004,0.0,0.0,0.0,3,0.0,600.0,1200,2,3,480.0,1,149500,1,0.0,0,0,0,1,0,0,0,0,0,0,7.090076835776092,6.3969463217439255,34.64101615137755,0,7,34.64101615137755,0,0.0,0.0,1.0,0.0,4200.0,49
57,5,1954,0.0,0.0,0.0,4,0.0,936.0,936,1,2,240.0,1,121000,1,1.0,0,1,0,0,0,0,0,0,0,0,6.841615476477592,6.841626160181205,30.59411708155671,5,0,0.0,0,0.0,0.0,1.0,0.0,4680.0,25
58,6,1953,1.0,0.0,0.0,3,0.0,1040.0,1040,1,2,293.0,1,136000,1,1.0,0,1,0,0,0,0,0,0,0,0,6.946975992135418,6.946985607473806,32.2490309931942,6,0,0.0,0,0.0,0.0,1.0,0.0,6240.0,36
59,6,1996,0.0,0.0,0.0,3,0.0,916.0,1636,2,2,386.0,1,173000,1,1.0,0,1,0,0,0,0,0,0,0,0,7.400009517162692,6.820027281645108,40.44749683231337,6,0,0.0,1,0.0,0.0,0.0,1.0,5496.0,36
60,8,1999,0.0,0.0,348.0,3,0.0,1152.0,2270,2,3,671.0,1,290000,1,1.0,0,1,0,0,0,0,1,1,0,0,7.727535110475448,7.0492635217737165,47.644516998286385,8,0,0.0,1,0.0,0.0,0.0,0.0,9216.0,64
61,8,2007,0.0,0.0,0.0,3,0.0,1184.0,2610,2,4,550.0,1,303477,1,1.0,0,0,0,1,0,0,0,0,0,0,7.867105500316739,7.0766622613542305,51.088159097779204,0,8,51.088159097779204,1,0.0,0.0,1.0,0.0,9472.0,64
62,7,1977,1.0,0.0,0.0,4,1.0,1420.0,1483,1,2,690.0,1,270000,1,1.0,0,1,0,0,0,0,0,0,0,0,7.301822342137932,7.258419192824031,38.50973902793941,7,0,0.0,2,0.0,0.0,0.0,0.0,9940.0,49
63,5,1920,0.0,0.0,0.0,2,0.0,936.0,1740,1,4,225.0,0,122250,1,0.0,0,0,1,0,0,0,0,0,0,0,7.461640392208575,6.841626160181205,41.71330722922842,0,0,0.0,1,0.0,0.0,1.0,0.0,4680.0,25
64,5,1955,0.0,0.0,0.0,3,0.0,1382.0,1382,1,3,350.0,1,153000,1,1.0,0,1,0,0,0,0,0,0,0,0,7.231287004327616,7.231294240191451,37.17526059088221,5,0,0.0,0,0.0,0.0,1.0,0.0,6910.0,25
65,5,2007,0.0,0.0,0.0,3,0.0,1120.0,1120,1,2,0.0,1,147000,1,0.0,0,1,0,0,0,0,0,0,0,0,7.02108396428914,7.021092892820709,33.46640106136302,5,0,0.0,0,0.0,0.0,1.0,0.0,5600.0,25
66,7,1930,0.0,0.0,0.0,3,0.0,531.0,1098,1,2,216.0,1,148500,1,0.0,0,1,0,0,0,0,0,0,0,0,7.001245622069476,6.274780853456325,33.13608305156178,7,0,0.0,1,0.0,0.0,1.0,0.0,3717.0,49
67,7,2004,0.0,0.0,117.0,3,0.0,976.0,1708,2,3,380.0,1,130000,1,0.0,0,0,1,0,0,0,0,0,0,0,7.443078374348516,6.8834728322622425,41.32795663954365,0,0,0.0,0,0.0,0.0,1.0,0.0,6832.0,49
68,9,2006,1.0,0.0,510.0,3,1.0,1802.0,1802,2,4,843.0,1,372000,1,1.0,0,1,0,0,1,0,0,0,1,0,7.496652438168283,7.496657987542452,42.44997055358225,9,0,0.0,1,0.0,0.0,0.0,0.0,16218.0,81
69,7,2005,0.0,0.0,145.0,3,1.0,1362.0,1506,2,3,440.0,1,213490,1,1.0,0,1,0,0,0,0,0,0,0,0,7.317212408359839,7.21671682882641,38.80721582386451,7,0,0.0,1,0.0,0.0,1.0,0.0,9534.0,49
70,7,2009,0.0,0.0,96.0,3,1.0,1508.0,1508,1,3,572.0,1,308030,1,1.0,0,1,0,0,0,0,0,0,0,0,7.318539548567902,7.318546179845649,38.8329756778952,7,0,0.0,2,0.0,0.0,0.0,1.0,10556.0,49
71,7,1996,0.0,0.0,668.0,3,0.0,1840.0,2032,3,3,786.0,1,300000,1,1.0,0,1,0,0,0,0,0,0,0,0,7.616775808698373,7.517526285370872,45.077710678338576,7,0,0.0,0,0.0,0.0,0.0,1.0,12880.0,49
72,6,1959,1.0,0.0,0.0,3,0.0,655.0,1194,1,2,539.0,1,159500,1,1.0,0,1,0,0,0,0,0,0,0,0,7.085064293952548,6.484650502694282,34.55430508634199,6,0,0.0,1,0.0,0.0,1.0,0.0,3930.0,36
73,7,2004,0.0,0.0,50.0,3,0.0,970.0,1709,2,3,380.0,1,137500,1,0.0,0,0,1,0,0,0,0,0,0,0,7.443663683115591,6.877306380722639,41.340053217188775,0,0,0.0,0,0.0,0.0,1.0,0.0,6790.0,49
74,7,2005,0.0,0.0,228.0,3,0.0,1616.0,1616,2,3,834.0,1,232000,1,1.0,0,1,0,0,0,0,0,0,0,0,7.38770923908104,7.387715427180706,40.19950248448356,7,0,0.0,0,0.0,0.0,1.0,0.0,11312.0,49
75,6,1930,0.0,0.0,0.0,4,0.0,768.0,768,1,2,440.0,0,93850,1,0.0,0,0,1,0,0,0,0,0,0,0,6.643789733147672,6.643802753896235,27.712812921102035,0,0,0.0,0,1.0,0.0,0.0,0.0,4608.0,36
76,5,1924,0.0,0.0,65.0,3,0.0,872.0,872,1,1,322.0,0,105000,1,0.0,0,1,0,0,0,0,0,0,0,0,6.77078942390898,6.770800891733132,29.5296461204668,5,0,0.0,1,0.0,0.0,1.0,0.0,4360.0,25
77,4,1927,0.0,0.0,0.0,3,0.0,520.0,520,1,1,240.0,1,68500,1,0.0,0,0,1,0,0,0,0,0,0,0,6.253828811575473,6.253848042159795,22.80350850198276,0,0,0.0,0,0.0,0.0,0.0,0.0,2080.0,16
78,5,1960,0.0,0.0,361.0,3,0.0,1105.0,2274,2,2,480.0,1,154300,1,0.0,0,1,0,0,0,0,0,0,0,0,7.729295674310482,7.00760966368466,47.686476070265456,5,0,0.0,0,0.0,0.0,1.0,0.0,5525.0,25
79,5,1925,0.0,0.0,0.0,4,0.0,936.0,1601,2,2,0.0,0,129850,1,0.0,0,0,1,0,0,0,0,0,0,0,7.3783837129967145,6.841626160181205,40.01249804748511,0,0,0.0,0,0.0,0.0,1.0,0.0,4680.0,25
80,5,1910,0.0,0.0,0.0,3,0.0,616.0,1232,1,2,480.0,1,114000,1,0.0,0,0,1,0,0,0,0,0,0,0,7.116394144093465,6.423263197167987,35.09985754956849,0,0,0.0,0,0.0,0.0,1.0,0.0,3080.0,25
81,9,2008,1.0,0.0,748.0,3,0.0,2216.0,2234,2,4,1166.0,1,501837,1,1.0,0,1,0,0,0,0,1,0,0,0,7.711548979629146,7.703463560492372,47.265209192385896,9,0,0.0,1,0.0,0.0,0.0,0.0,19944.0,81
82,5,1915,0.0,0.0,0.0,3,0.0,876.0,1416,1,2,720.0,1,153900,1,0.0,0,0,1,0,0,0,0,0,0,0,7.255591274253665,6.775377506396349,37.62977544445356,0,0,0.0,1,0.0,0.0,0.0,0.0,4380.0,25
83,4,1971,0.0,0.0,0.0,4,0.0,864.0,864,1,2,576.0,1,130000,1,0.0,0,1,0,0,0,0,0,0,0,0,6.761572768804055,6.76158434281115,29.393876913398138,4,0,0.0,0,0.0,0.0,1.0,0.0,3456.0,16
84,6,1997,1.0,0.0,197.0,3,0.0,1189.0,1189,2,2,392.0,1,160500,1,1.0,0,0,1,0,0,0,0,0,0,0,7.080867896690782,7.080876307084346,34.48187929913333,0,0,0.0,0,0.0,0.0,1.0,0.0,7134.0,36
85,9,2006,1.0,0.0,572.0,3,0.0,1666.0,1666,2,3,575.0,1,310090,1,1.0,0,1,0,0,0,0,0,0,1,0,7.418180822726788,7.418186825109734,40.8166632639171,9,0,0.0,1,0.0,0.0,1.0,0.0,14994.0,81
86,7,2003,0.0,0.0,0.0,3,0.0,1176.0,1200,2,3,555.0,1,184900,1,1.0,0,1,0,0,0,0,0,0,0,0,7.090076835776092,7.069882631823779,34.64101615137755,7,0,0.0,0,0.0,0.0,1.0,0.0,8232.0,49
87,5,1956,1.0,0.0,0.0,3,0.0,928.0,928,1,2,252.0,1,132000,1,1.0,0,1,0,0,0,0,0,0,0,0,6.833031732786201,6.833042508590211,30.463092423455635,5,0,0.0,0,0.0,0.0,1.0,0.0,4640.0,25
88,5,1969,0.0,0.0,128.0,3,0.0,1288.0,1336,2,2,502.0,1,163000,1,1.0,0,1,0,0,0,0,0,0,0,0,7.197435354096591,7.160853670609315,36.55133376499413,5,0,0.0,1,0.0,0.0,1.0,0.0,6440.0,25
89,7,2004,0.0,0.0,120.0,3,0.0,600.0,1200,2,3,480.0,1,155000,1,0.0,0,0,0,1,0,0,0,0,0,0,7.090076835776092,6.3969463217439255,34.64101615137755,0,7,34.64101615137755,0,0.0,0.0,1.0,0.0,4200.0,49
90,6,1969,0.0,0.0,0.0,3,0.0,1427.0,1427,2,2,516.0,1,183000,1,1.0,0,1,0,0,0,0,0,0,0,0,7.2633296174768365,7.263336625160762,37.77565353504821,6,0,0.0,0,0.0,0.0,0.0,0.0,8562.0,36
91,7,1996,0.0,0.0,254.0,3,0.0,860.0,1992,2,3,608.0,1,211000,1,1.0,0,1,0,0,0,0,0,0,0,0,7.596894438144544,6.756944017086926,44.63182720884279,7,0,0.0,2,0.0,0.0,0.0,0.0,6020.0,49
92,7,1994,0.0,0.0,0.0,3,0.0,754.0,1540,2,3,495.0,1,184000,1,1.0,0,1,0,0,0,0,0,0,0,0,7.3395376954076745,6.625405630519478,39.242833740697165,7,0,0.0,0,0.0,0.0,1.0,0.0,5278.0,49
93,5,1979,0.0,0.0,0.0,3,0.0,0.0,1535,2,2,400.0,1,118858,0,1.0,0,1,0,0,0,1,0,0,0,0,7.336285660021297,-4.605170185988091,39.179076048319466,5,0,0.0,0,0.0,0.0,1.0,0.0,0.0,25
94,5,1964,1.0,0.0,86.0,3,0.0,1152.0,1152,1,2,484.0,1,180500,1,1.0,0,1,0,0,0,0,0,0,0,0,7.049254841255837,7.0492635217737165,33.94112549695428,5,0,0.0,1,0.0,0.0,0.0,0.0,5760.0,25
95,8,2006,0.0,0.0,30.0,3,0.0,1141.0,1151,2,3,484.0,1,166000,1,1.0,0,0,0,1,0,0,0,0,0,0,7.048386408721883,7.039669114065563,33.926390907374746,0,8,33.926390907374746,0,0.0,0.0,0.0,0.0,9128.0,64
96,6,1960,1.0,0.0,54.0,3,0.0,1138.0,1138,1,2,480.0,1,148000,1,1.0,0,1,0,0,0,0,0,0,0,0,7.037027614686276,7.037036401993889,33.734255586866,6,0,0.0,1,0.0,0.0,1.0,0.0,6828.0,36
97,5,1956,1.0,0.0,0.0,3,0.0,894.0,1074,1,3,396.0,1,124000,1,0.0,0,1,0,0,0,0,0,0,0,0,6.97914527506881,6.795716960793282,32.77193921634788,5,0,0.0,1,0.0,0.0,0.0,0.0,4470.0,25
98,9,2005,1.0,0.0,246.0,3,0.0,1561.0,1561,2,4,556.0,1,277500,1,1.0,0,1,0,0,0,0,0,0,1,0,7.353081920515432,7.353088326644817,39.50949253027682,9,0,0.0,1,0.0,0.0,1.0,0.0,14049.0,81
99,8,1995,1.0,0.0,397.0,3,0.0,1342.0,2726,2,3,725.0,1,350000,1,1.0,0,1,0,0,0,0,0,1,0,0,7.9105906122564775,7.201923769068693,52.21110992882645,8,0,0.0,1,0.0,0.0,0.0,0.0,10736.0,64
100,9,2004,1.0,0.0,296.0,3,1.0,1884.0,1884,2,4,670.0,1,387000,1,1.0,0,1,0,0,1,0,1,0,0,0,7.5411524551363085,7.541157762977848,43.40506882842141,9,0,0.0,1,0.0,0.0,0.0,0.0,16956.0,81
101,4,1920,0.0,0.0,0.0,3,0.0,528.0,605,1,2,0.0,0,86000,1,0.0,0,1,0,0,0,0,0,0,0,0,6.405228458030842,6.269115222920853,24.596747752497688,4,0,0.0,0,0.0,0.0,0.0,0.0,2112.0,16
102,8,1976,0.0,0.0,0.0,5,0.0,1426.0,1671,3,4,550.0,1,290000,1,1.0,0,1,0,0,0,0,0,0,0,0,7.421177528595393,7.262635613572374,40.87786687193939,8,0,0.0,1,0.0,0.0,1.0,0.0,11408.0,64
103,3,1900,0.0,0.0,0.0,2,0.0,245.0,797,1,2,0.0,0,44000,1,0.0,0,0,0,0,0,0,0,0,0,0,6.680854678790215,5.501299026038294,28.231188426986208,0,0,0.0,0,0.0,1.0,1.0,0.0,735.0,9
